Label,Notation,Parent Notation,Sort Priority
00L,00l,,1
00N,00n,,2
00P,00p,,3
00Q,00q,,4
00R,00r,,5
00T,00t,,6
00V,00v,,7
00X,00x,,8
00Y,00y,,9
01A,01a,,10
01D,01d,,11
01E,01e,,12
01F,01f,,13
01G,01g,,14
01H,01h,,15
01J,01j,,16
01K,01k,,17
01T,01t,,18
01V,01v,,19
01W,01w,,20
01X,01x,,21
01Y,01y,,22
02A,02a,,23
02E,02e,,24
02G,02g,,25
02H,02h,,26
02M,02m,,27
02P,02p,,28
02Q,02q,,29
02T,02t,,30
02X,02x,,31
02Y,02y,,32
03A,03a,,33
03F,03f,,34
03H,03h,,35
03J,03j,,36
03K,03k,,37
03L,03l,,38
03N,03n,,39
03Q,03q,,40
03R,03r,,41
03W,03w,,42
04C,04c,,43
04F,04f,,44
04V,04v,,45
04Y,04y,,46
05A,05a,,47
05C,05c,,48
05D,05d,,49
05G,05g,,50
05H,05h,,51
05L,05l,,52
05N,05n,,53
05Q,05q,,54
05R,05r,,55
05V,05v,,56
05W,05w,,57
05X,05x,,58
05Y,05y,,59
06A,06a,,60
06F,06f,,61
06H,06h,,62
06K,06k,,63
06L,06l,,64
06N,06n,,65
06P,06p,,66
06Q,06q,,67
06T,06t,,68
07G,07g,,69
07H,07h,,70
07K,07k,,71
07L,07l,,72
07P,07p,,73
07T,07t,,74
07W,07w,,75
07Y,07y,,76
08C,08c,,77
08E,08e,,78
08F,08f,,79
08G,08g,,80
08M,08m,,81
08N,08n,,82
08V,08v,,83
08W,08w,,84
08Y,08y,,85
09A,09a,,86
09D,09d,,87
10C,10c,,88
10J,10j,,89
10K,10k,,90
10L,10l,,91
10Q,10q,,92
10R,10r,,93
10V,10v,,94
10X,10x,,95
11A,11a,,96
11J,11j,,97
11M,11m,,98
11N,11n,,99
11X,11x,,100
12F,12f,,101
13T,13t,,102
14L,14l,,103
14Y,14y,,104
15A,15a,,105
15C,15c,,106
15D,15d,,107
15E,15e,,108
15F,15f,,109
15M,15m,,110
15N,15n,,111
16C,16c,,112
18C,18c,,113
26A,26a,,114
27D,27d,,115
36J,36j,,116
36L,36l,,117
42D,42d,,118
52R,52r,,119
70F,70f,,120
71E,71e,,121
72Q,72q,,122
78H,78h,,123
84H,84h,,124
91Q,91q,,125
92A,92a,,126
92G,92g,,127
93C,93c,,128
97R,97r,,129
99A,99a,,130
99C,99c,,131
99E,99e,,132
99F,99f,,133
99G,99g,,134
99M,99m,,135
